device_id,paper_id,technology_family,detector_class,material_family,material_composition,device_architecture,device_stack,active_area_cm2,ligand_exchange_status,ligand_exchange_type,ligand_exchange_chemicals,native_ligands,ligand_exchange_target,ligand_exchange_conditions,ligand_exchange_source_location,device_notes
kim-2026-cspbbr3-strain-device,kim-2026-strain-perovskite,perovskite,photodiode,CsPbBr3,CsPbBr3,flexible inverted p-i-n self-powered photodiode,PEN / ITO / PEDOT:PSS / CsPbBr3 / PCBM / LiF / Ag,0.0314,not_applicable,,,,,,,Strongly n-type CsPbBr3 device measured unstrained and under -0.68% compressive strain.
wang-2026-cspbibr2-control-device,wang-2026-cspbibr2-cdca,perovskite,photodiode,CsPbIBr2,CsPbIBr2,self-powered n-i-p perovskite photodiode control,FTO / SnO2 / CsPbIBr2 / P3HT / Ag,,not_applicable,,,,,,,Control device without CDCA supramolecular interface modification.
wang-2026-cspbibr2-cdca-device,wang-2026-cspbibr2-cdca,perovskite,photodiode,CsPbIBr2,CsPbIBr2 with β-cyclodextrin/citric-acid supramolecular buried-interface treatment,self-powered n-i-p perovskite photodiode with CDCA-modified electron-transport interface,FTO / SnO2-CDCA / CsPbIBr2 / P3HT / Ag,,not_applicable,,,,,,,CDCA supramolecules modulate SnO2 nanocrystals and the buried SnO2/CsPbIBr2 interface.
kim-2026-facspbi3-fecx-control-device,kim-2026-facspbi3-fecx,perovskite,photodiode,FA0.9Cs0.1PbI3,FA0.9Cs0.1PbI3,inverted p-i-n self-powered perovskite photodiode,ITO / PEDOT:PSS / FA0.9Cs0.1PbI3 / PC60BM / BCP / Ag,,not_applicable,,,,,,,Pristine PEDOT:PSS control without Fe@Cx nanoparticles.
kim-2026-facspbi3-fecx-1v-device,kim-2026-facspbi3-fecx,perovskite,photodiode,FA0.9Cs0.1PbI3,FA0.9Cs0.1PbI3 with 1.0 vol% Fe@Cx-modified PEDOT:PSS,inverted p-i-n self-powered perovskite photodiode,ITO / PEDOT:PSS:Fe@Cx (1.0 vol%) / FA0.9Cs0.1PbI3 / PC60BM / BCP / Ag,,not_applicable,,,,,,,PEDOT:PSS hole-transport layer contains 1.0 vol% carbon-encapsulated iron nanoparticles.
kim-2026-facspbi3-fecx-2p5v-device,kim-2026-facspbi3-fecx,perovskite,photodiode,FA0.9Cs0.1PbI3,FA0.9Cs0.1PbI3 with 2.5 vol% Fe@Cx-modified PEDOT:PSS,inverted p-i-n self-powered perovskite photodiode,ITO / PEDOT:PSS:Fe@Cx (2.5 vol%) / FA0.9Cs0.1PbI3 / PC60BM / BCP / Ag,,not_applicable,,,,,,,Optimized PEDOT:PSS hole-transport layer containing 2.5 vol% carbon-encapsulated iron nanoparticles.
kim-2026-facspbi3-fecx-5v-device,kim-2026-facspbi3-fecx,perovskite,photodiode,FA0.9Cs0.1PbI3,FA0.9Cs0.1PbI3 with 5.0 vol% Fe@Cx-modified PEDOT:PSS,inverted p-i-n self-powered perovskite photodiode,ITO / PEDOT:PSS:Fe@Cx (5.0 vol%) / FA0.9Cs0.1PbI3 / PC60BM / BCP / Ag,,not_applicable,,,,,,,PEDOT:PSS hole-transport layer contains 5.0 vol% carbon-encapsulated iron nanoparticles.
zhai-2026-cspbbr3-spiro-device,zhai-2026-cspbbr3-meop-dsf,perovskite,photodiode,CsPbBr3,Mechanochemically synthesized CsPbBr3 nanocrystals,vertical self-powered perovskite-nanocrystal photodiode with Spiro-OMeTAD control HTL,ITO / ZnO / CsPbBr3 nanocrystal film / Spiro-OMeTAD / Ag (100 nm),,not_applicable,,,,,,,Control device. CsPbBr3 nanocrystals were prepared by ball milling and deposited by centrifugal self-assembly.
zhai-2026-cspbbr3-meop-dsf-device,zhai-2026-cspbbr3-meop-dsf,perovskite,photodiode,CsPbBr3,Mechanochemically synthesized CsPbBr3 nanocrystals with MeOP-DSF small-molecule HTL,vertical self-powered perovskite-nanocrystal photodiode with MeOP-DSF HTL,ITO / ZnO (~160 nm) / CsPbBr3 nanocrystal film (~320 nm) / MeOP-DSF (~50 nm) / Ag (100 nm),,not_applicable,,,,,,,Optimized device using indene-fused MeOP-DSF as the hole-transport layer.
li-2026-agbis2-ingaas-device,li-2026-agbis2-ingaas,cqd,photodiode,AgBiS2,AgBiS2 quantum dots on epitaxial In0.75Ga0.25As,self-powered type-II AgBiS2 QD/In0.75Ga0.25As heterojunction photodiode,n+-InP substrate / InAsP buffer / In0.75Ga0.25As (~3.673 µm) / AgBiS2 QDs / Au contacts,,source_unavailable,,,,,,,"Main article identifies spin-coated AgBiS2 QDs but places synthesis, fabrication, and ligand details in unavailable Supporting Information. D* active area is not securely established."
wang-2026-cspbbr3-snse2-mote2-device,wang-2026-cspbbr3-snse2-mote2,perovskite,photodiode,CsPbBr3,EDT-treated CsPbBr3 QD sensitizer on a type-III SnSe2/MoTe2 van der Waals heterojunction,two-terminal lateral self-powered mixed-dimensional heterojunction photodiode,Si / SiO2 / exfoliated MoTe2 (~10 nm) and SnSe2 (~47 nm) lateral overlap / Cr-Au (10/40 nm) electrodes / CsPbBr3 QD sensitizer,,reported,solid_state,"1,2-ethanedithiol (EDT)",oleic acid (OA)|oleylamine (OAm),spin-coated CsPbBr3 QD sensitizer film,"Two 40 µL coatings of 15 mg/mL QD solution at 2000 rpm for 30 s; 2 vol% EDT in acetonitrile applied at 3000 rpm, followed by a 70 µL acetonitrile wash and annealing at 80 °C for 5 min.","Main article PDF pp. 9-10, Experimental Section 4.1-4.2","Zero-bias photovoltaic detector. Photogating explains sensitization gain, but no gate is used during detector operation."
device-e257c959decc-1,paper-e257c959decc,perovskite,photoconductor,CsPbBr3,Patterned/cross-linked CsPbBr3 nanocrystal film after post-patterning ligand exchange,Planar interdigitated-Au-electrode CsPbBr3 nanocrystal photoconductor,Interdigitated Au electrodes/patterned CsPbBr3 nanocrystal film (three coats; post-patterning ligand-exchanged),,reported,solid_state,lead(II) nitrate (Pb(NO3)2) | formamidinium bromide (FABr),oleate | oleylammonium,Patterned/cross-linked CsPbBr3 nanocrystal film,"Three successive 30 s soaks in saturated Pb(NO3)2 in methyl acetate with methyl acetate rinses, followed by a 90 s soak in saturated FABr in ethyl acetate.","PDF page 4, paragraph 2","Selected device is the patterned/cross-linked, ligand-exchanged photoconductor measured on interdigitated Au electrodes with 10 µm finger width. The pristine control and the 4 × 4 array-level imaging demonstration are not separate D* devices in this proposal; active area is not reported."
device-1ebdaa0619e8-1,paper-1ebdaa0619e8,perovskite,photodiode,CsFAMA,Cs0.05[(FA)0.83(MA)0.17]0.95Pb(I0.9Br0.1)3/PM7:Y6 (1:1.2) perovskite–organic heterojunction,Broadband p-i-n perovskite–organic heterojunction photodiode,ITO-coated glass/MeO-2PACz/CsFAMA/PM7:Y6 (1:1.2)/C60/BCP/Ag,0.045,not_applicable,,,,,,,Selected device is the PM7:Y6 (1:1.2) perovskite–organic heterojunction photodiode with a 400 nm CsFAMA layer and organic BHJ between CsFAMA and C60. The PM7:Y6 single-junction control and other donor/acceptor ratios are excluded from this device record.
device-063b84676a07-1,paper-063b84676a07,cqd,photodiode,HgTe,Hybrid-passivated HgTe CQDs with MAI and HgI2 forming HgI3- surface ligands,p-on-n photovoltaic ZnO/HgTe/ZnTe double-heterojunction photodiode,ITO / ZnO (50 nm) / HgTe CQDs (~400 nm) / ZnTe (50 nm) / ITO (100 nm),0.0782,reported,solution_phase,HgCl2 | 2-mercaptoethanol (ME) | n-butylamine (BTA) | HgI2 | methylammonium iodide (MAI),oleate,HgTe CQDs,Initial phase-transfer exchange into DMF for 1 min; hybrid-passivated ink redispersed in DMF/BTA (3:7) containing 0.21 M HgI2 and MAI.,"Main article PDF p. 8, Ligand Exchange",Selected hybrid-passivated device; control device is not imported as a separate measurement.
device-e8d3fafe47ed-1,paper-e8d3fafe47ed,cqd,photodiode,PbS CQD/organic hybrid,PbS-I CQDs blended with JD40-BDD20 and modified by a hybrid ionic-electronic semiconductor interlayer,n-i-p solution-processed SWIR hybrid photodiode,ITO/glass / ZnO (40 nm) / PbS-I CQDs:JD40-BDD20 / MoOx (10 nm) / HIES / Ag,,reported,other,iodide,oleic acid,PbS CQDs,,"Main article PDF p. 4, Figure 2","Selected optimized PbS CQD/JD40-BDD20 device. The source identifies PbS-OA as the precursor and PbS-I as the active CQD, but the unavailable Supporting Information prevents a more specific exchange-type classification. Exact exchange procedure, optimized HIES counterion composition, active area, and detailed fabrication are unavailable. Purely organic detector systems are excluded."
device-f5ecd60bda2e-1,paper-f5ecd60bda2e,perovskite,photodiode,Sn-Pb perovskite,Cs0.1FA0.6MA0.3Sn0.5Pb0.5I3 with Sn(SCN)2 surface passivation,p-i-n self-powered Sn-Pb perovskite photodiode,ITO / PEDOT:PSS / Cs0.1FA0.6MA0.3Sn0.5Pb0.5I3 / C60 (15 nm) / BCP (7 nm) / Ag (150 nm),0.04,not_applicable,,,,,,,"Selected Sn(SCN)2 surface-passivated device. Sn(SCN)2 post-treatment used a 1:1 IPA:chlorobenzene solution, 4000 rpm for 30 s, followed by 100 °C annealing for 5 min."
ackerman-2018-hgte-mwir-interference-device,ackerman-2018-hgte-mwir,cqd,photodiode,HgTe,HgTe CQDs with HgCl2-treated Ag2Te-derived p-doped contact and 0.2 µm SiO2 interference spacer,vertical interference-enhanced MWIR photovoltaic p-n junction,Sapphire / ITO (50 nm) / HgTe CQDs (~400 nm) / HgCl2-treated Ag2Te CQDs (~30 nm) / Au (5 nm) / SiO2 (200 nm) / Au reflector (100 nm),0.0002,reported,solid_state,"1,2-ethanedithiol (EDT)|hydrochloric acid (HCl)|mercury(II) chloride (HgCl2)","oleylamine (OAm)|1-dodecanethiol (DDT)|oleic acid (OA)",HgTe CQD absorber film|Ag2Te-derived p-type contact layer,"Layer-by-layer HgTe treatment with EDT/HCl/IPA (1:1:20); Ag2Te layer treated with 10 mM HgCl2 in methanol for 10 s and then 2 vol% EDT/IPA.","Main article PDF pp. 3 and 7, fabrication and Methods",Selected 0.2 µm-spacer interference-enhanced device from Figure 5; 0.02 mm2 converted to 0.0002 cm2. The approved atlas wavelength is the approximately 5 µm detector cutoff rather than a monochromatic D* illumination wavelength.
zhang-2026-pbs-homojunction-3p6nm,zhang-2026-pbs-homojunction-photoresponse,cqd,photodiode,PbS,3.6 nm PbS CQDs with TBAI-exchanged n-type and EDT-exchanged p-type layers,vertical PbS CQD p-n homojunction photodiode with bias-tunable photoresponse,ITO / ZnO nanocrystals / PbS-TBAI (10 layers) / PbS-EDT (5 layers) / Au (100 nm),0.09,reported,solid_state,"tetrabutylammonium iodide (TBAI)|1,2-ethanedithiol (EDT)",oleic acid (OA),PbS CQD n-type and p-type layers,"Each of 10 PbS-TBAI layers was immersed in 10 mg/mL TBAI/methanol for 30 s and rinsed twice with methanol; each of 5 PbS-EDT layers was exchanged in 0.04 vol% EDT/acetonitrile for 30 s.","Main article PDF p. 3, Sections 2.2-2.3","Selected 3.6 nm highest-D* variant; PbS QDs were synthesized at 120 °C. The reported 0.09 cm2 Au electrode area is used as the active area. At +1 V the Figure S7 measurement lies in the paper's Region IV high-field photoconductive response mode, although the physical device remains a rectifying p-n homojunction photodiode."
huang-2025-pbs-microstructures-ms-pt5,huang-2025-pbs-microstructures,cqd,photodiode,PbS,ACN-processed microstructured PbS CQD absorber with ZnI2/MPA exchange,Top-illuminated crossbar PbS CQD photodiode,Si/SiO2 / Ti (10 nm) / Au (80 nm) / NiOx (18 nm) / PbS CQDs (200 nm) / ZnO (80 nm) / ITO (120 nm),0.0025,reported,solid_state,zinc iodide (ZnI2)|3-mercaptopropionic acid (MPA),oleic acid (OA),PbS CQD absorber film,"PbS was spin-coated at 2000 rpm for 20 s, treated with 0.025 M ZnI2 plus 0.01 vol% MPA in acetonitrile, rinsed, repeated for three layers, and annealed at 80 °C for 10 min.","Main article PDF pp. 2-3 and 9, device discussion and Experimental Section",Selected MS-PT5 champion. The reported 500 x 500 um2 crossbar area converts to 0.0025 cm2.
huang-2025-pbs-microstructures-control,huang-2025-pbs-microstructures,cqd,photodiode,PbS,Methanol-processed control PbS CQD absorber with ZnI2/MPA exchange,Top-illuminated crossbar PbS CQD photodiode,Si/SiO2 / Ti (10 nm) / Au (80 nm) / NiOx (18 nm) / PbS CQDs (200 nm) / ZnO (80 nm) / ITO (120 nm),0.0025,reported,solid_state,zinc iodide (ZnI2)|3-mercaptopropionic acid (MPA),oleic acid (OA),PbS CQD absorber film,"PbS was spin-coated at 2000 rpm for 20 s, treated with 0.025 M ZnI2 plus 0.01 vol% MPA in methanol, rinsed, repeated for three layers, and annealed at 80 °C for 10 min.","Main article PDF pp. 2-3 and 9, device discussion and Experimental Section",Conventional methanol solid-state ligand-exchange control; film cracking suppresses the spontaneously formed microstructure.
wei-2026-pbs-poly-tpd-uvo-control,wei-2026-pbs-poly-tpd-uvo,cqd,photodiode,PbS,Halide-exchanged PbS CQD absorber with PbS-EDT hole-transport layer,Inverted PbS CQD near-infrared photodiode,glass / ITO / ZnO / PbS-halide / PbS-EDT / Au,0.045,reported,mixed,"lead(II) iodide (PbI2)|lead(II) bromide (PbBr2)|potassium iodide (KI)|ammonium acetate|1,2-ethanedithiol (EDT)",oleic acid (OA),PbS CQD absorber ink|PbS-EDT hole-transport layer,"Absorber exchange used 0.366 M PbI2, 0.036 M PbBr2, 0.2 M KI, and 0.01 M ammonium acetate in DMF; the PbS-EDT layer used 0.02 vol% EDT in acetonitrile for 2 min and was deposited twice.",Main article Section 5.3; Supporting Information PDF pp. 4-6,Control device without the Poly-TPD buffer or UVO treatment.
wei-2026-pbs-poly-tpd-uvo-optimized,wei-2026-pbs-poly-tpd-uvo,cqd,photodiode,PbS,Halide-exchanged PbS CQD absorber with Poly-TPD buffer and UVO-treated PbS-EDT hole-transport layer,Interface-engineered inverted PbS CQD near-infrared photodiode,glass / ITO / ZnO / PbS-halide / Poly-TPD (about 12 nm) / UVO-treated PbS-EDT / Au,0.045,reported,mixed,"lead(II) iodide (PbI2)|lead(II) bromide (PbBr2)|potassium iodide (KI)|ammonium acetate|1,2-ethanedithiol (EDT)",oleic acid (OA),PbS CQD absorber ink|PbS-EDT hole-transport layer,"Absorber exchange used 0.366 M PbI2, 0.036 M PbBr2, 0.2 M KI, and 0.01 M ammonium acetate in DMF; the PbS-EDT layer used 0.02 vol% EDT in acetonitrile. Poly-TPD was spin-coated at 2000 rpm for 20 s and annealed at 70 °C for 10 min; UVO treatment was 30 s.",Main article Section 5.3; Supporting Information PDF pp. 4-6,Selected optimized device combining the Poly-TPD buffer with 30 s UVO treatment.
lim-2026-pbs-cpe-control,lim-2026-pbs-cpe,cqd,photodiode,PbS,PbS-EDT/PbS-CTA absorber stack without a CPE interlayer,Inverted p-n-n PbS CQD infrared photodiode,ITO / PbS-EDT / PbS-CTA / Mg-doped ZnO nanoparticles / Al,,reported,mixed,"lead(II) iodide (PbI2)|lead(II) bromide (PbBr2)|ammonium acetate|cysteamine (CTA)|1,2-ethanedithiol (EDT)",oleic acid (OA),PbS-EDT and PbS-CTA CQD layers,PbS-EDT used 0.01 vol% EDT in propionitrile for 15 s with three rinses per layer. PbS-CTA used PbI2/PbBr2/ammonium-acetate phase transfer followed by 0.1 M cysteamine and redispersion in butylamine at 380 mg/mL.,"Main article, Experimental Section and Figure 2",Control device without a conjugated-polyelectrolyte interlayer; active area was not established.
lim-2026-pbs-cpe-3br,lim-2026-pbs-cpe,cqd,photodiode,PbS,PbS-EDT/PbS-CTA absorber stack with CPE-3Br interlayer,CPE-modified inverted p-n-n PbS CQD infrared photodiode,ITO / CPE-3Br (about 9.4 nm) / PbS-EDT / PbS-CTA / Mg-doped ZnO nanoparticles / Al,,reported,mixed,"lead(II) iodide (PbI2)|lead(II) bromide (PbBr2)|ammonium acetate|cysteamine (CTA)|1,2-ethanedithiol (EDT)",oleic acid (OA),PbS-EDT and PbS-CTA CQD layers,PbS-EDT used 0.01 vol% EDT in propionitrile for 15 s. PbS-CTA used PbI2/PbBr2/ammonium-acetate exchange followed by 0.1 M cysteamine. CPE-3Br was spin-coated from 3 mg/mL DMSO at 3000 rpm for 30 s.,"Main article, Experimental Section and Figures 1-2",CPE-3Br contains three quaternary-ammonium bromide termini per repeat unit; active area was not established.
lim-2026-pbs-cpe-5br,lim-2026-pbs-cpe,cqd,photodiode,PbS,PbS-EDT/PbS-CTA absorber stack with CPE-5Br interlayer,CPE-modified inverted p-n-n PbS CQD infrared photodiode,ITO / CPE-5Br (about 9.1 nm) / PbS-EDT / PbS-CTA / Mg-doped ZnO nanoparticles / Al,,reported,mixed,"lead(II) iodide (PbI2)|lead(II) bromide (PbBr2)|ammonium acetate|cysteamine (CTA)|1,2-ethanedithiol (EDT)",oleic acid (OA),PbS-EDT and PbS-CTA CQD layers,PbS-EDT used 0.01 vol% EDT in propionitrile for 15 s. PbS-CTA used PbI2/PbBr2/ammonium-acetate exchange followed by 0.1 M cysteamine. CPE-5Br was spin-coated from 3 mg/mL DMSO at 3000 rpm for 30 s.,"Main article, Experimental Section and Figures 1-2",CPE-5Br contains five quaternary-ammonium bromide termini per repeat unit; active area was not established.
lim-2026-pbs-cpe-7br,lim-2026-pbs-cpe,cqd,photodiode,PbS,PbS-EDT/PbS-CTA absorber stack with CPE-7Br interlayer,CPE-modified inverted p-n-n PbS CQD infrared photodiode,ITO / CPE-7Br (about 8.7 nm) / PbS-EDT / PbS-CTA / Mg-doped ZnO nanoparticles / Al,,reported,mixed,"lead(II) iodide (PbI2)|lead(II) bromide (PbBr2)|ammonium acetate|cysteamine (CTA)|1,2-ethanedithiol (EDT)",oleic acid (OA),PbS-EDT and PbS-CTA CQD layers,PbS-EDT used 0.01 vol% EDT in propionitrile for 15 s. PbS-CTA used PbI2/PbBr2/ammonium-acetate exchange followed by 0.1 M cysteamine. CPE-7Br was spin-coated from 3 mg/mL DMSO at 3000 rpm for 30 s.,"Main article, Experimental Section and Figures 1-2",Selected highest-ionic-density CPE device; active area was not established.
wang-2025-hgte-dpp-champion,wang-2025-hgte-dpp,cqd,photodiode,HgTe,DPP-activated tetrahedral HgTe CQDs with HgCl2/EDT solid-state exchange,Organic-inorganic vertical HgTe CQD SWIR heterojunction photodiode,glass / Au (50 nm) / ZnO (190 nm) / HgTe CQDs (450 nm) / PEDOT:PSS (20 nm) / ITO (90 nm),0.09,reported,solid_state,"mercury(II) chloride (HgCl2)|1,2-ethanedithiol (EDT)",1-dodecanethiol (DDT)|3-mercaptopropionic acid (MPA),HgTe CQD absorber film,Each approximately 40 nm HgTe layer was treated sequentially with HgCl2 in methanol and EDT in isopropanol; the process was repeated ten times to produce an approximately 450 nm film.,"Main article PDF pp. 2-3, Sections 2.2-2.3",Selected room-temperature DPP-activated HgTe CQD champion. Diphenylphosphine activates the TOP-Te precursor and is not stored as a ligand-exchange chemical.
wang-2026-hgte-cdhgte-etl-champion,wang-2026-hgte-cdhgte-etl,cqd,photodiode,HgTe,HgTe CQD absorber with a cation-exchanged CdHgTe CQD electron-transport layer,n-i-p HgTe CQD SWIR photodiode,quartz / Au (40 nm) / NiOx (30 nm) / HgTe CQDs (560 nm) / CdHgTe CQDs (40 nm) / ITO (60 nm),0.09,reported,solid_state,"mercury(II) chloride (HgCl2)|1,2-ethanedithiol (EDT)|hydrochloric acid (HCl)",oleylamine (OLA)|octadecanethiol (ODT)|3-mercaptopropionic acid (MPA)|oleic acid (OA),HgTe CQD absorber film|CdTe/CdHgTe CQD electron-transport layer,"HgTe layers used 0.01 M HgCl2/methanol for 10 s followed by EDT/HCl/IPA (1:1:5000) for 30 s, repeated 10-15 times. The CdTe film was treated with HgCl2/methanol for partial cation exchange and then EDT/IPA, repeated twice.","Main article PDF p. 3, Sections 2.3 and 3.2",Selected CdHgTe-ETL champion. CdTe-ETL and ZnO-ETL controls and the TFT imager lack original device-level D* rows and are excluded.
wen-2025-pbse-igzo-tbai,wen-2025-pbse-igzo,cqd,phototransistor,PbSe,TBAI-exchanged small PbSe CQDs on an IGZO transport channel,Bottom-gate top-contact PbSe CQD/IGZO hybrid phototransistor,bottom gate / gate dielectric / IGZO (10 nm) / Al source-drain (about 50 nm) with Al2O3 pads / TBAI-exchanged PbSe CQDs (about 200 nm),0.008,reported,solid_state,tetrabutylammonium iodide (TBAI),oleic acid (OA),PbSe CQD film,Layer-by-layer spin coating for 10 layers with solid-state exchange during deposition; detailed recipe is in unavailable Supporting Information.,"Main article PDF pp. 2-3, Figure 1d and Device Fabrications",Selected smaller-QD TBAI device. The 2 mm by 0.4 mm channel gives 0.008 cm2; the laser spot covered the whole chip.
wen-2025-pbse-igzo-mpa-large,wen-2025-pbse-igzo,cqd,phototransistor,PbSe,MPA-exchanged approximately 8 nm PbSe CQDs on an IGZO transport channel,Bottom-gate top-contact large-PbSe-CQD/IGZO hybrid phototransistor,bottom gate / gate dielectric / IGZO (10 nm) / Al source-drain (about 50 nm) with Al2O3 pads / MPA-exchanged PbSe CQDs (about 200 nm),0.008,reported,solid_state,3-mercaptopropionic acid (MPA),oleic acid (OA),PbSe CQD film,Layer-by-layer spin coating for 10 layers with solid-state exchange during deposition; detailed recipe is in unavailable Supporting Information.,"Main article PDF pp. 2-3, Figure 1d and Device Fabrications",Selected approximately 8 nm larger-QD MPA device for 1550 nm detection. The 2 mm by 0.4 mm channel gives 0.008 cm2.
pan-2025-ag2te-zno-device,pan-2025-ag2te-zno,cqd,phototransistor,Ag2Te,As-synthesized Ag2Te CQDs on a ZnO heterostructure transport channel,Bottom-gate Ag2Te CQD/ZnO heterostructure phototransistor,p++-Si gate / SiO2 (300 nm) / ZnO / Al source-drain (30 nm) / Ag2Te CQDs,0.002,not_used,,,,,,,The as-synthesized CQDs were spin-coated directly and retained long-chain insulating ligands; no ligand-exchange step is reported. The 2 mm by 100 um channel gives 0.002 cm2.
kim-2023-inas-znon-graded,kim-2023-inas-znon,cqd,phototransistor,InAs,ME-exchanged InAs CQDs with an InCl3-exchanged graded InAs CQD top layer on ZnON,Bottom-gate gradated-bandgap ZnON/InAs CQD hybrid phototransistor,p++-Si gate / SiO2 (300 nm) / ZnON (30 nm) / Ti (5 nm)-Al (100 nm) source-drain / InAs-ME / InAs-InCl3,0.0001,reported,solid_state,2-mercaptoethanol (ME)|indium(III) chloride (InCl3),oleic acid (OA),InAs CQD film layers,OA-capped CQDs were spin-coated at 5000 rpm for 30 s. ME or InCl3 solution (5 mM in ethanol) covered the film for 30 s followed by three ethanol washes; the graded device deposited an InAs-InCl3 layer over InAs-ME.,"Main article PDF p. 10, Fabrication of the Hybrid Phototransistors",Selected gradated-bandgap champion. The 50 um by 200 um channel gives 0.0001 cm2.
